gestao_obras_id;nome_gestao_obras;unidade_gestao_obras;tipo_oleo_gestao_obras;usos;saldo_origem;erp_insumo_id;erp_codigo;erp_nome;erp_unidade;erp_categoria;metodo;confianca;observacao
ms6lex7eotvmt;FILTRO COMBUSTIVEL ELEMENTO;un;;entradas:3,os_pecas:3,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 7b1bb581 959 FILTRO COMBUSTIVEL MOTOR (un, Combustível); dd62d448 10294 FILTRO COMBUSTIVEL SEDIMENTADOR (un, Combustível); b29b9779 6062 Filtro Combustivel (un, Combustível) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un"
mrml7sx192s80;Filtro Combustível - PSD960/1;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: b29b9779 6062 Filtro Combustivel (un, Combustível) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
ms7meh6ljhwpg;FILTRO COMBUSTÍVEL RACOL C/ CABEÇOTE;un;;entradas:3,os_pecas:2,os_oleos:0;1;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mtrak5entcglh;FILTRO DE AR DO MOTOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;6b12b887-c07e-4f37-a987-820addca76a5;568;FILTRO DE AR DO MOTOR;un;Filtros;nome_exato;certa;
ms955ierntucn;FILTRO DE AR EXTERNO;un;;entradas:1,os_pecas:1,os_oleos:0;0;f1c268e4-4a29-42da-8a42-e89885fd8c4f;287;FILTRO DE AR EXTERNO;un;Filtros;nome_exato;certa;
ms955nb7r3jr9;FILTRO DE AR INTERNO;un;;entradas:1,os_pecas:1,os_oleos:0;0;a460ec14-46ca-49ca-8e8b-0a4aa1e72861;288;FILTRO DE AR INTERNO;un;Filtros;nome_exato;certa;
mr9rz4mj5g5gpqf;FILTRO DE AR INTERNO E EXTERNO;UN;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: f1c268e4 287 FILTRO DE AR EXTERNO (un, Filtros); a460ec14 288 FILTRO DE AR INTERNO (un, Filtros) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un"
mt7q8bw45lpue;FILTRO DE AR PRIMARIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;ccfe45ee-c21d-4bfb-ae3f-5c1e110e6133;581;FILTRO DE AR PRIMARIO;un;Filtros;nome_exato;certa;
mt7q8k8upzhkd;FILTRO DE AR SECUNDARIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;5b3338c3-ba5e-49d4-bd68-145b1868ac6c;692;FILTRO DE AR SECUNDÁRIO;un;Filtros;nome_normalizado;alta;
mskj7d3wbzlga;FILTRO DE ARLA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 98b398d7 315 FILTRO DE PAPEL (un, Filtros) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mtrajslvf76fg;FILTRO DE CABINE;un;;entradas:1,os_pecas:1,os_oleos:0;0;e2e04ddd-41c4-4dbd-a24d-023650a5df10;;FILTRO DE CABINE;un;A classificar;nome_exato;certa;
mtrakefmi514l;FILTRO DE DIESEL;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 901170bf 279 FILTRO DIESEL (un, Combustível) | outros parecidos: 0563a440 451 ELEMENTO DO FILTRO DIESEL (un, Combustível) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
ms0ga0fhzodh5;FILTRO DE OLEO;un;;entradas:4,os_pecas:4,os_oleos:0;0;;;;;;nome_exato;baixa;"NAO ESCOLHIDO: 2 insumos do ERP com o mesmo nome normalizado: 527df413 454 FILTRO DE OLEO (un, Lubrificantes e graxas); d3e2025b 1R0739 Filtro de Óleo (un, Lubrificantes e graxas)"
mr9rz4mj45hfmcy;FILTRO HIDRAULICO;UN;;entradas:2,os_pecas:2,os_oleos:0;0;9b6927af-3086-4dee-90fc-093b63378925;149;FILTRO HIDRAULICO;un;Filtros;nome_exato;certa;
mr9rz4mj5x3ew3a;FILTRO HIDRAULICO/TRANSMISSÃO;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: ec1e7793 1335M544PE61 FILTRO DE TRANSMISSÃO (un, Filtros) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mtlqh84yz8q28;FILTRO JZZ129620M;un;;entradas:1,os_pecas:1,os_oleos:0;0;8c26b257-5f4e-47d5-8df3-f2cbb6827018;;FILTRO JZZ129620M;un;A classificar;nome_exato;certa;
mtlqh2jtqqiof;FILTRO jzz819653;un;;entradas:1,os_pecas:1,os_oleos:0;0;0eb9cb77-c9a0-4e23-9ec9-2dbde564d745;;FILTRO jzz819653;un;A classificar;nome_exato;certa;
msp9ghnseadrv;FILTRO LUBRIFICANTE;un;;entradas:4,os_pecas:4,os_oleos:0;0;b1eb1fab-7135-4e13-9214-b74f8a0d587c;583;FILTRO LUBRIFICANTE;un;Lubrificantes e graxas;nome_exato;certa;
ms3cmshgcekvs;FILTRO LUBRIFICANTE CAT;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): b1eb1fab 583 FILTRO LUBRIFICANTE (un, Lubrificantes e graxas) | outros parecidos: b0762198 1335M178 FILTRO LUBRIFICANTE MOTOR JCB (un, Lubrificantes e graxas) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mt0kucqdjzu4c;FILTRO ÓLEO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): 527df413 454 FILTRO DE OLEO (un, Lubrificantes e graxas); d3e2025b 1R0739 Filtro de Óleo (un, Lubrificantes e graxas) | outros parecidos: 7d35ad8d 1094 FILTRO OLEO HIDRAULICO (un, Lubrificantes e graxas); 5134cf80 961 FILTRO OLEO LUBRIFICANTE MOTOR (un, Lubrificantes e graxas); ec19c2b9 10295 FILTRO OLEO LUBRIFICANTE MOTOR (un, Lubrificantes e graxas); 1b884035 1335M544PE233 FILTRO OLEO BLINDADO CATERPILLAR/VOLVO (un, Lubrificantes e graxas) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un"
mtlqdim08p98r;FILTRO OLEO 04E115561L;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mtreeu8rgcg7b;FILTRO OLEO HIDRAULICO WOH500;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 7d35ad8d 1094 FILTRO OLEO HIDRAULICO (un, Lubrificantes e graxas) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
mu4i335qm31rn;FILTRO OLEO LUBRIFICANTE MOTOR - SAVEIRO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 5134cf80 961 FILTRO OLEO LUBRIFICANTE MOTOR (un, Lubrificantes e graxas); ec19c2b9 10295 FILTRO OLEO LUBRIFICANTE MOTOR (un, Lubrificantes e graxas) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un"
ms3cnmiso1brm;FILTRO RESPIRO CARTER;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
ms3co3fgcaujq;FILTRO SEPARADOR ÁGUA CAT;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; separador de agua): 63c86af2 1335M86 CONJUNTO FILTRO SEPARADOR D'ÁGUA (un, Filtros) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un"
mr9rz4mjz2ql3q0;FILTRO TRANSMISSÃO;UN;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): ec1e7793 1335M544PE61 FILTRO DE TRANSMISSÃO (un, Filtros) | sugestao: categoria Filtros (maioria dos insumos do ERP que comecam com FILTRO), unidade un
msuj2xlc6i0qj;FLUIDO, FREIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; fluido de freio; o texto nao diz DOT 4): 43248118 226 DOT 4 - FLUIDO PARA FREIOS (un, Lubrificantes e graxas) | sugestao: categoria Peças e componentes (nenhum insumo do ERP comeca com FLUIDO), unidade un"
mst10w5rjgnq5;GRAMPO MOLA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: b98b50c4 1208 GRAMPO DE MOLA 18x82x350 (un, Aço, ferragens e fixação); 700f903e 272 GRAMPO DE MOLA TRASSEIRO (un, Peças e componentes); d13411dd 1335M187 GUIA/ESPAÇADOR GRAMPO MOLA (un, Peças e componentes) | sugestao: categoria Aço, ferragens e fixação (maioria dos insumos do ERP que comecam com GRAMPO), unidade un"
mtj7ofx7yu11m;GRAXA BALDE MARFAK MP2 20KG;BD;Graxa;entradas:1,os_pecas:0,os_oleos:1;2;;;;;;CRIAR;media;"parecidos, sem nome igual: 4226eeff 1335M309 GRAXA MARFAK MP2 1KG (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com GRAXA), unidade BD | na origem os os_oleos deste insumo foram gravados em L (modal forca L); a quantidade do OS e em balde"
mrv758f2qkgks;GRAXEIRA;un;;entradas:1,os_pecas:1,os_oleos:0;0;0d527180-86c3-4cbd-b4e6-8c2c9ef61e69;10283;GRAXEIRA;un;Peças e componentes;nome_exato;certa;
msuj72eijz6ao;HIGIENIZADOR FILTRO;un;;entradas:1,os_pecas:1,os_oleos:0;0;f0506453-4eae-4855-ad7a-5bd682596a3b;1335M363;HIGIENIZADOR FILTRO;un;Filtros;nome_exato;certa;
mrzc30d40jlb4;INDUZIDO 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 8c888089 159 INDUZIDO CAT M.P DENSO 24V (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com INDUZIDO), unidade un
ms941rpn9s47s;JOGO CABO VELA IGNIÇÃO MOTOR;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; cabo de vela): 72f0992d 688 CABO VELA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JOGO), unidade un"
mubmu497l5mz4;JOGO CONEXÕES E MANGUEIRAS 320C - 2128606;un;;entradas:1,os_pecas:1,os_oleos:0;0;551ef61a-81ed-45fc-beb1-13ccb673aa3a;;JOGO CONEXÕES E MANGUEIRAS 320C -  2128606;un;Hidráulica;nome_normalizado;alta;
mskhtfil3ffyn;JOGO JUNTA TAMPA DE VALVULA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: e16a2ad4 1335M530 JUNTA DA TAMPA DE VALVULA (un, Peças e componentes); e8f493c7 10007 JUNTA TAMPA DE VÁLVULA D6N (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JOGO), unidade un"
mskjoaui63pyd;JOGO REPARO 6V4780;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JOGO), unidade un
mt3cg0ovvnv9a;JOGO SAPATA DE FREIO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; sapata de freio): 5a9d7e53 459 KIT DA SAPATA DE FREIO PAR (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JOGO), unidade un"
msuj4k8uq8mdy;JUNTA, AÇO, DRENO C;un;;entradas:1,os_pecas:1,os_oleos:0;0;b99bfc8f-6b44-4c24-b8dc-dc9091643442;1335M231;JUNTA,  ACO, DRENO C;un;A classificar;nome_normalizado;alta;
ms0g975ebjrhg;JUNTA DE ALUMINIO;un;;entradas:3,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): aa24e2f1 453 JUNTA DE ALUMINIO DO (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JUNTA), unidade un
msuj59prwrkpd;JUNTA DE VEDAÇÃO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 3c944285 11124 Jogo de junta de vedação  FR220/FS160/220/280 (un, Ferramentas e consumíveis) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JUNTA), unidade un
mubl3srqzvx4d;JUNTA TAMPA VALVULA D6N 3681A065;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"candidato por palavra-chave (revisar; mesma peca, a origem acrescenta o numero): e8f493c7 10007 JUNTA TAMPA DE VÁLVULA D6N (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com JUNTA), unidade un"
mt7q9z06vcww1;KIT DO REPARO CILINDRO HIDRAULICO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; kit de cilindro hidraulico com numero no ERP): e5f758e1 KIT RETENTOR CILINDRO HIDRAULICO - 7003603 (un, Hidráulica); 240b7622 KIT RETENTOR CILINDRO HIDRAULICO - 7003606 (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un | NOME DUPLICADO na origem: o outro id e mt7qko243gdhh; os dois vao para o mesmo insumo do ERP"
mt7qko243gdhh;KIT DO REPARO CILINDRO HIDRAULICO;un;;entradas:0,os_pecas:0,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; kit de cilindro hidraulico com numero no ERP): e5f758e1 KIT RETENTOR CILINDRO HIDRAULICO - 7003603 (un, Hidráulica); 240b7622 KIT RETENTOR CILINDRO HIDRAULICO - 7003606 (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un | NOME DUPLICADO na origem: o outro id e mt7q9z06vcww1; os dois vao para o mesmo insumo do ERP | este id nao tem uso (ativo=false na origem) | inativo na origem"
mtw15j9m54lwf;KIT EMBREAGEM PLATO/DISCO/ROLAMENTO 395MM 18 ESTRIAS;un;;entradas:1,os_pecas:1,os_oleos:0;0;adfab417-25fd-44e5-a108-677261533913;;KIT EMBREAGEM PLATO/DISCO/ROLAMENTO 395MM 18 ESTRIAS;un;Peças e componentes;nome_exato;certa;
ms6kxrk85zib9;KIT REPARO EIXO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 0a6d42f8 1335M121 KIT REPARO EIXO S FREIO AR BUCHA (un, Aço, ferragens e fixação) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un
mt7hcztlzreg8;KIT RETENTOR 01;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: f94f94e4 KIT RETENTOR (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un
mt7hd5w0ttk71;KIT RETENTOR 02;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: f94f94e4 KIT RETENTOR (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un
mt7qajj5dcbzd;KIT RETENTOR CILINDRO HIDRAULICO 01;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): e5f758e1 KIT RETENTOR CILINDRO HIDRAULICO - 7003603 (un, Hidráulica); 240b7622 KIT RETENTOR CILINDRO HIDRAULICO - 7003606 (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un"
mt7qaq5vw9tti;KIT RETENTOR CILINDRO HIDRAULICO 02;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;"ANTES DE CRIAR, conferir provavel par (nome quase igual): e5f758e1 KIT RETENTOR CILINDRO HIDRAULICO - 7003603 (un, Hidráulica); 240b7622 KIT RETENTOR CILINDRO HIDRAULICO - 7003606 (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com KIT), unidade un"
ms7mm2aoo2slb;LAMPADA 1 POLO 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;c1c0515b-bf36-445d-a33e-b4b2b661189f;10046;LÂMPADA 1 POLO 24V;un;Elétrica;nome_normalizado;alta;
ms7mmzjksf4rv;LAMPADA BASE 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 3c0f9cec 1335M192 LAMPADA 67 24V (un, Elétrica); ecde7ca2 10047 LÂMPADA 67 24V (un, Elétrica); 3092546b 1335M193 LAMPADA 69 24V (un, Elétrica); a94abefe LAMPADA H3 24V (un, Elétrica) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com LAMPADA), unidade un"
mta9rzoss0k27;LAMPADA H3 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;a94abefe-325b-4eeb-be28-12e5a1a8eca5;;LAMPADA H3 24V;un;Elétrica;nome_exato;certa;
ms7mlshcctskx;LAMPADA H4;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 14f9423b 118 LÂMPADA 24W (un, Elétrica); a94abefe LAMPADA H3 24V (un, Elétrica) | sugestao: categoria Elétrica (maioria dos insumos do ERP que comecam com LAMPADA), unidade un"
ms94m6dk1jvcf;LENTE CAMINHÃO;un;;entradas:1,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; lente): cf75845e 1335M544PE108 LENTE TRASSEIRA (un, A classificar) | sugestao: categoria Peças e componentes (nenhum insumo do ERP comeca com LENTE), unidade un"
mr9rz4mjcpbcv97;LIMA/BORDA REVERSIVEL 10 FUROS;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Ferramentas e consumíveis (maioria dos insumos do ERP que comecam com LIMA), unidade un
ms0gae3vql06e;LIMPADOR DO SISTEMA;un;;entradas:2,os_pecas:2,os_oleos:0;0;3ecaef88-9672-4553-9d8e-2430dd6bb57f;1335M272;LIMPADOR DO SISTEMA;un;Peças e componentes;nome_exato;certa;
ms0gancagckc6;LIMPADOR INTERNO;un;;entradas:1,os_pecas:1,os_oleos:0;0;fc03130d-e0af-4b76-b6d8-8609066454a4;455;LIMPADOR INTERNO;un;Peças e componentes;nome_exato;certa;
mrwk05l9syaul;LONA FREIO;un;;entradas:5,os_pecas:5,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: d3ca7856 1335M122 JOGO LONA FREIO TRASEIRO (un, Madeira e formas); aa972cfc 267 LONA FREIO DIANTEIRA TRASEIRA (un, Peças e componentes) | sugestao: categoria Madeira e formas (maioria dos insumos do ERP que comecam com LONA), unidade un"
msuj3hqvn964c;LUBRIFICANTE PARA DI;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 3bae9bb9 1098 LUBRIFICANTE SOPRADOR (un, Lubrificantes e graxas) | sugestao: categoria Lubrificantes e graxas (maioria dos insumos do ERP que comecam com LUBRIFICANTE), unidade un
mubl42ofcb9xu;LUVA INJETOR D6N;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: c5c0a56f LUVA INJETOR (un, Hidráulica) | sugestao: categoria Hidráulica (maioria dos insumos do ERP que comecam com LUVA), unidade un
mskjzktkayoym;MAÇANETA LEVANTAT VIDRO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: c8e04d5d 1335M544PE MANIVELA LEVANTAR VIDRO (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MACANETA), unidade un
mu4ibrz1mwcr8;MANGUEIRA 8MM;m;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MANGUEIRA), unidade m
mt3cpq5ji91t8;MANGUEIRA HIDRAULICA COMPLETA;un;;entradas:2,os_pecas:2,os_oleos:0;0;47002f2a-1409-4298-829c-db813c0ce939;1335M470;MANGUEIRA HIDRAULICA COMPLETA;un;Peças e componentes;nome_exato;certa;
mtiwle7ksutlq;MANGUEIRA HIDRUALICA COMPLETA 2;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): 47002f2a 1335M470 MANGUEIRA HIDRAULICA COMPLETA (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MANGUEIRA), unidade un
mskjz9qin82cy;MAQUINA VIDRO MANUAL;un;;entradas:1,os_pecas:1,os_oleos:0;0;1866f9f5-b36c-4084-a0f0-3448f1d8da5a;1335M87;MAQUINA VIDRO MANUAL;un;Peças e componentes;nome_exato;certa;
mr9rz4mj7ujwzpm;MÓDULO EXPANSÃO;UN;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MODULO), unidade un
ms6l36fph9z5p;MOLA 1A TS MB;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 1f7c4bd4 1073 MOLA 1A TS MB 1620 TRUCADO/PN:MB112-1 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un | NOME DUPLICADO na origem: o outro id e ms6l2d860c8n3; os dois vao para o mesmo insumo do ERP"
ms6l2d860c8n3;MOLA 1A TS MB;un;;entradas:0,os_pecas:0,os_oleos:0;0;;;;;;CRIAR;media;"parecidos, sem nome igual: 1f7c4bd4 1073 MOLA 1A TS MB 1620 TRUCADO/PN:MB112-1 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un | NOME DUPLICADO na origem: o outro id e ms6l36fph9z5p; os dois vao para o mesmo insumo do ERP | este id nao tem uso (ativo=false na origem) | inativo na origem"
ms6ksehkm74wf;MOLA 1ADT MB ATEGO;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): aa96b2e5 1335M184 MOLA 1A DT MB ATEGO (un, A classificar) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
mtd5pvipuymnl;MOLA 2A DT MB;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;parecidos, sem nome igual: 48b6ad14 10194 MOLA 2A DT MB ATEGO 1315/1318/1418-2005//PN:MBP241302 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
ms6kt99yiosi4;MOLA 2A DT MB ATEGO;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): aa96b2e5 1335M184 MOLA 1A DT MB ATEGO (un, A classificar) | outros parecidos: 48b6ad14 10194 MOLA 2A DT MB ATEGO 1315/1318/1418-2005//PN:MBP241302 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
ms7muy1qeq9hh;MOLA 2A TS MB TRUCK;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
mskhj8tsd058b;MOLA LISA TRUCK;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
mt0hx5ltvh2lw;MOLA MESRTE TRUCK;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un
mst1jkij0uh1x;MOLA MESTRE DIANTEIRA;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; mola mestre / mola dianteira): ce01b3b2 1335M544PE181 MOLA MESTRE GUERRA 1 E 3 EIXO PARABOLICA FURO FORA CENTRO 90 X 7/16 X 700 X 550 (un, Equipe própria); 9e814e55 137 MOLA DIANTEIRA 80X16 (un, Peças e componentes) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOLA), unidade un"
ms6ky53zdu4cq;MOLA SAPATA FREIO;un;;entradas:2,os_pecas:2,os_oleos:0;0;769ec0e2-2706-48a5-bea9-e2ff837ae287;1335M544PE211;MOLA SAPATA FREIO;un;Peças e componentes;nome_exato;certa;
mtj2ubusy21ee;MOTOR DE PARTIDA 12V 10D MF292;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;baixa;ANTES DE CRIAR, conferir provavel par (nome quase igual): c817e23f MOTOR PARTIDA 12V 10D MF292 (un, Hidráulica) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOTOR), unidade un
mta9rcri4d5hf;MOTOR LIMPADOR 24V;un;;entradas:1,os_pecas:1,os_oleos:0;0;2ed7c4e8-78c1-4c9b-89b2-60bd0ef11114;;MOTOR LIMPADOR 24V;un;Hidráulica;nome_exato;certa;
mt0l64rar1gwh;MOTOR PARTIDA ZEN32015;un;;entradas:1,os_pecas:1,os_oleos:0;0;;;;;;CRIAR;media;"candidato por palavra-chave (revisar; motor de partida sem modelo no ERP): 27e3f947 1335M544PE327 MOTOR DE PARTIDA (un, A classificar) | sugestao: categoria Peças e componentes (maioria dos insumos do ERP que comecam com MOTOR), unidade un"
mt3c6l4lal9ye;MUNHÃO;un;;entradas:2,os_pecas:2,os_oleos:0;0;62ccb625-06db-43f7-9c96-3ac127606f74;;MUNHÃO;un;A classificar;nome_exato;certa;
ms0ga81mibsoa;ODORIZADOR VEICULAR;un;;entradas:2,os_pecas:2,os_oleos:0;0;;;;;;CRIAR;alta;nenhum parecido no ERP | sugestao: categoria Peças e componentes (nenhum insumo do ERP comeca com ODORIZADOR), unidade un
